,type,url,review_rating,film_name,no_of_reviewer,sub_links
109,Top 100 Horror Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_horror_movies/,97%,"Nosferatu, a Symphony of Horror (Nosferatu, eine Symphonie des Grauens) (Nosferatu the Vampire) (1922)",67,"[{'sub_link': 'https://subscene.com//subtitles/interview-with-the-vampire-the-vampire-chronicles/vietnamese/616336', 'language': 'Vietnamese', 'author': 'mexteur'}, {'sub_link': 'https://subscene.com//subtitles/interview-with-the-vampire-the-vampire-chronicles/vietnamese/964103', 'language': 'Vietnamese', 'author': '9xfoxy'}]"
110,Top 100 Horror Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_horror_movies/,98%,King Kong (1933),66,"[{'sub_link': 'https://subscene.com//subtitles/king-kong/vietnamese/1535341', 'language': 'Vietnamese', 'author': 'PhucLinh'}]"
111,Top 100 Horror Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_horror_movies/,96%,Psycho (1960),104,"[{'sub_link': 'https://subscene.com//subtitles/psycho/vietnamese/1589939', 'language': 'Vietnamese', 'author': 'itbinhdan'}, {'sub_link': 'https://subscene.com//subtitles/psycho/vietnamese/190863', 'language': 'Vietnamese', 'author': 'chau_cua_tu_xuong'}, {'sub_link': 'https://subscene.com//subtitles/psycho/vietnamese/368206', 'language': 'Vietnamese', 'author': 'quanghuy_1993'}, {'sub_link': 'https://subscene.com//subtitles/psycho/vietnamese/784243', 'language': 'Vietnamese', 'author': 'ivy68'}, {'sub_link': 'https://subscene.com//subtitles/psycho/vietnamese/229644', 'language': 'Vietnamese', 'author': 'BlizZ'}]"
112,Top 100 Horror Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_horror_movies/,91%,The Invisible Man (2020),410,[]
113,Top 100 Horror Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_horror_movies/,98%,The Bride of Frankenstein (1935),47,[]
114,Top 100 Horror Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_horror_movies/,98%,The Babadook (2014),241,"[{'sub_link': 'https://subscene.com//subtitles/the-babadook/vietnamese/1014301', 'language': 'Vietnamese', 'author': 'kan.map'}, {'sub_link': 'https://subscene.com//subtitles/the-babadook/vietnamese/1014301', 'language': 'Vietnamese', 'author': 'kan.map'}, {'sub_link': 'https://subscene.com//subtitles/the-babadook/vietnamese/1014254', 'language': 'Vietnamese', 'author': 'ngquangt'}, {'sub_link': 'https://subscene.com//subtitles/the-babadook/vietnamese/1014301', 'language': 'Vietnamese', 'author': 'kan.map'}, {'sub_link': 'https://subscene.com//subtitles/the-babadook/vietnamese/1014301', 'language': 'Vietnamese', 'author': 'kan.map'}, {'sub_link': 'https://subscene.com//subtitles/the-babadook/vietnamese/1014301', 'language': 'Vietnamese', 'author': 'kan.map'}, {'sub_link': 'https://subscene.com//subtitles/the-babadook/vietnamese/1014301', 'language': 'Vietnamese', 'author': 'kan.map'}, {'sub_link': 'https://subscene.com//subtitles/the-babadook/vietnamese/1014301', 'language': 'Vietnamese', 'author': 'kan.map'}, {'sub_link': 'https://subscene.com//subtitles/the-babadook/vietnamese/1014564', 'language': 'Vietnamese', 'author': '3597dxta'}, {'sub_link': 'https://subscene.com//subtitles/the-babadook/vietnamese/1014301', 'language': 'Vietnamese', 'author': 'kan.map'}, {'sub_link': 'https://subscene.com//subtitles/the-babadook/vietnamese/1014301', 'language': 'Vietnamese', 'author': 'kan.map'}, {'sub_link': 'https://subscene.com//subtitles/the-babadook/vietnamese/1014328', 'language': 'Vietnamese', 'author': 'hai.cbb'}, {'sub_link': 'https://subscene.com//subtitles/the-babadook/vietnamese/1014301', 'language': 'Vietnamese', 'author': 'kan.map'}, {'sub_link': 'https://subscene.com//subtitles/the-babadook/vietnamese/1022674', 'language': 'Vietnamese', 'author': 'ivy68'}]"
115,Top 100 Horror Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_horror_movies/,100%,Frankenstein (1931),49,"[{'sub_link': 'https://subscene.com//subtitles/frankenstein/vietnamese/685588', 'language': 'Vietnamese', 'author': '3597dxta'}]"
116,Top 100 Horror Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_horror_movies/,90%,The Lighthouse (2019),381,[]
117,Top 100 Horror Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_horror_movies/,89%,Hereditary (2018),382,"[{'sub_link': 'https://subscene.com//subtitles/hereditary/vietnamese/1836480', 'language': 'Vietnamese', 'author': 'SystemTN'}, {'sub_link': 'https://subscene.com//subtitles/hereditary/vietnamese/1836480', 'language': 'Vietnamese', 'author': 'SystemTN'}, {'sub_link': 'https://subscene.com//subtitles/hereditary/vietnamese/1836480', 'language': 'Vietnamese', 'author': 'SystemTN'}, {'sub_link': 'https://subscene.com//subtitles/hereditary/vietnamese/1836480', 'language': 'Vietnamese', 'author': 'SystemTN'}, {'sub_link': 'https://subscene.com//subtitles/hereditary/vietnamese/1829833', 'language': 'Vietnamese', 'author': 'silverscreenjunkie'}, {'sub_link': 'https://subscene.com//subtitles/hereditary/vietnamese/1829833', 'language': 'Vietnamese', 'author': 'silverscreenjunkie'}, {'sub_link': 'https://subscene.com//subtitles/hereditary/vietnamese/1836480', 'language': 'Vietnamese', 'author': 'SystemTN'}, {'sub_link': 'https://subscene.com//subtitles/hereditary/vietnamese/1829833', 'language': 'Vietnamese', 'author': 'silverscreenjunkie'}, {'sub_link': 'https://subscene.com//subtitles/hereditary/vietnamese/1829833', 'language': 'Vietnamese', 'author': 'silverscreenjunkie'}, {'sub_link': 'https://subscene.com//subtitles/hereditary/vietnamese/1836480', 'language': 'Vietnamese', 'author': 'SystemTN'}, {'sub_link': 'https://subscene.com//subtitles/hereditary/vietnamese/1829833', 'language': 'Vietnamese', 'author': 'silverscreenjunkie'}, {'sub_link': 'https://subscene.com//subtitles/hereditary/vietnamese/1836480', 'language': 'Vietnamese', 'author': 'SystemTN'}, {'sub_link': 'https://subscene.com//subtitles/hereditary/vietnamese/1836480', 'language': 'Vietnamese', 'author': 'SystemTN'}, {'sub_link': 'https://subscene.com//subtitles/hereditary/vietnamese/1829833', 'language': 'Vietnamese', 'author': 'silverscreenjunkie'}, {'sub_link': 'https://subscene.com//subtitles/hereditary/vietnamese/1829833', 'language': 'Vietnamese', 'author': 'silverscreenjunkie'}, {'sub_link': 'https://subscene.com//subtitles/hereditary/vietnamese/1830401', 'language': 'Vietnamese', 'author': 'World_Translations'}, {'sub_link': 'https://subscene.com//subtitles/hereditary/vietnamese/1830401', 'language': 'Vietnamese', 'author': 'World_Translations'}, {'sub_link': 'https://subscene.com//subtitles/hereditary/vietnamese/1830401', 'language': 'Vietnamese', 'author': 'World_Translations'}, {'sub_link': 'https://subscene.com//subtitles/hereditary/vietnamese/1830401', 'language': 'Vietnamese', 'author': 'World_Translations'}, {'sub_link': 'https://subscene.com//subtitles/hereditary/vietnamese/1830401', 'language': 'Vietnamese', 'author': 'World_Translations'}, {'sub_link': 'https://subscene.com//subtitles/hereditary/vietnamese/1830401', 'language': 'Vietnamese', 'author': 'World_Translations'}, {'sub_link': 'https://subscene.com//subtitles/hereditary/vietnamese/1830401', 'language': 'Vietnamese', 'author': 'World_Translations'}, {'sub_link': 'https://subscene.com//subtitles/hereditary/vietnamese/1830401', 'language': 'Vietnamese', 'author': 'World_Translations'}]"
118,Top 100 Horror Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_horror_movies/,95%,It Follows (2015),265,"[{'sub_link': 'https://subscene.com//subtitles/it-follows/vietnamese/1112456', 'language': 'Vietnamese', 'author': 'hdsieutoc'}, {'sub_link': 'https://subscene.com//subtitles/it-follows/vietnamese/1128169', 'language': 'Vietnamese', 'author': 'tmt1995'}, {'sub_link': 'https://subscene.com//subtitles/it-follows/vietnamese/1128169', 'language': 'Vietnamese', 'author': 'tmt1995'}, {'sub_link': 'https://subscene.com//subtitles/it-follows/vietnamese/1112456', 'language': 'Vietnamese', 'author': 'hdsieutoc'}, {'sub_link': 'https://subscene.com//subtitles/it-follows/vietnamese/1156740', 'language': 'Vietnamese', 'author': 'leehon'}, {'sub_link': 'https://subscene.com//subtitles/it-follows/vietnamese/1126308', 'language': 'Vietnamese', 'author': 'ivy68'}]"
119,Top 100 Horror Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_horror_movies/,98%,Let the Right One In (2008),191,"[{'sub_link': 'https://subscene.com//subtitles/let-the-right-one-in-lt-den-rtte-komma-in/vietnamese/429845', 'language': 'Vietnamese', 'author': 'rotihs'}, {'sub_link': 'https://subscene.com//subtitles/let-the-right-one-in-lt-den-rtte-komma-in/vietnamese/510249', 'language': 'Vietnamese', 'author': 'maiyeu2307'}, {'sub_link': 'https://subscene.com//subtitles/let-the-right-one-in-lt-den-rtte-komma-in/vietnamese/215088', 'language': 'Vietnamese', 'author': 'apomethe'}, {'sub_link': 'https://subscene.com//subtitles/let-the-right-one-in-lt-den-rtte-komma-in/vietnamese/227883', 'language': 'Vietnamese', 'author': 'polskavn'}, {'sub_link': 'https://subscene.com//subtitles/let-the-right-one-in-lt-den-rtte-komma-in/vietnamese/210193', 'language': 'Vietnamese', 'author': 'hoanglonghs'}]"
120,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,99%,The Wizard of Oz (1939),145,"[{'sub_link': 'https://subscene.com//subtitles/the-wizard-of-oz/vietnamese/289193', 'language': 'Vietnamese', 'author': 'Myanh'}, {'sub_link': 'https://subscene.com//subtitles/the-wizard-of-oz/vietnamese/290828', 'language': 'Vietnamese', 'author': 'chau_cua_tu_xuong'}]"
121,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,97%,Toy Story 4 (2019),452,"[{'sub_link': 'https://subscene.com//subtitles/toy-story-4/vietnamese/2052568', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/toy-story-4/vietnamese/2052568', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/toy-story-4/vietnamese/2052568', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/toy-story-4/vietnamese/2052568', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/toy-story-4/vietnamese/2052568', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/toy-story-4/vietnamese/2052568', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/toy-story-4/vietnamese/2052568', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/toy-story-4/vietnamese/2058357', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/toy-story-4/vietnamese/2058357', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/toy-story-4/vietnamese/2058357', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/toy-story-4/vietnamese/2058357', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/toy-story-4/vietnamese/2058357', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/toy-story-4/vietnamese/2058357', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/toy-story-4/vietnamese/2058357', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/toy-story-4/vietnamese/2058357', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/toy-story-4/vietnamese/2052568', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/toy-story-4/vietnamese/2052568', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/toy-story-4/vietnamese/2052568', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/toy-story-4/vietnamese/2058357', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/toy-story-4/vietnamese/2058357', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}]"
122,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,97%,Spider-Man: Into the Spider-Verse (2018),392,"[{'sub_link': 'https://subscene.com//subtitles/spider-man-into-the-spider-verse/vietnamese/2126995', 'language': 'Vietnamese', 'author': 'Red Foo'}, {'sub_link': 'https://subscene.com//subtitles/spider-man-into-the-spider-verse/vietnamese/1939817', 'language': 'Vietnamese', 'author': 'Hash30'}, {'sub_link': 'https://subscene.com//subtitles/spider-man-into-the-spider-verse/vietnamese/1939889', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/spider-man-into-the-spider-verse/vietnamese/1939889', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/spider-man-into-the-spider-verse/vietnamese/1939889', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/spider-man-into-the-spider-verse/vietnamese/2046575', 'language': 'Vietnamese', 'author': 'bornfreeonekiss'}, {'sub_link': 'https://subscene.com//subtitles/spider-man-into-the-spider-verse/vietnamese/2046575', 'language': 'Vietnamese', 'author': 'bornfreeonekiss'}, {'sub_link': 'https://subscene.com//subtitles/spider-man-into-the-spider-verse/vietnamese/1939889', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/spider-man-into-the-spider-verse/vietnamese/1939889', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/spider-man-into-the-spider-verse/vietnamese/1945572', 'language': 'Vietnamese', 'author': 'Redz'}, {'sub_link': 'https://subscene.com//subtitles/spider-man-into-the-spider-verse/vietnamese/1939889', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/spider-man-into-the-spider-verse/vietnamese/1939889', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/spider-man-into-the-spider-verse/vietnamese/1940450', 'language': 'Vietnamese', 'author': 'ThePandA'}, {'sub_link': 'https://subscene.com//subtitles/spider-man-into-the-spider-verse/vietnamese/1940427', 'language': 'Vietnamese', 'author': 'Kkieudungg'}, {'sub_link': 'https://subscene.com//subtitles/spider-man-into-the-spider-verse/vietnamese/1939889', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/spider-man-into-the-spider-verse/vietnamese/2046575', 'language': 'Vietnamese', 'author': 'bornfreeonekiss'}, {'sub_link': 'https://subscene.com//subtitles/spider-man-into-the-spider-verse/vietnamese/1945572', 'language': 'Vietnamese', 'author': 'Redz'}]"
123,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,98%,Inside Out (2015),376,"[{'sub_link': 'https://subscene.com//subtitles/inside-out/vietnamese/516840', 'language': 'Vietnamese', 'author': 'levinh663'}]"
124,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,97%,Coco (2017),352,"[{'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1710148', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1710148', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/2197592', 'language': 'Vietnamese', 'author': 'truongbinhtran'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/2197592', 'language': 'Vietnamese', 'author': 'truongbinhtran'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/2197592', 'language': 'Vietnamese', 'author': 'truongbinhtran'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1710148', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1696930', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1696930', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1710148', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1696930', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1696930', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1710148', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1710148', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1710148', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1717741', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1717741', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1717741', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1717741', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1717741', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1717741', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1717741', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1717741', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1717741', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1717741', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/2197592', 'language': 'Vietnamese', 'author': 'truongbinhtran'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/2197592', 'language': 'Vietnamese', 'author': 'truongbinhtran'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1696930', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1710148', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1696930', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1696930', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1696930', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1696930', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1710148', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1696930', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1710148', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}]"
125,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,98%,Snow White and the Seven Dwarfs (1937),54,"[{'sub_link': 'https://subscene.com//subtitles/snow-white-and-the-seven-dwarfs/vietnamese/266015', 'language': 'Vietnamese', 'author': 'logop8x'}, {'sub_link': 'https://subscene.com//subtitles/snow-white-and-the-seven-dwarfs/vietnamese/263074', 'language': 'Vietnamese', 'author': 'rongcanlc'}, {'sub_link': 'https://subscene.com//subtitles/snow-white-and-the-seven-dwarfs/vietnamese/781971', 'language': 'Vietnamese', 'author': 'pazz2211'}, {'sub_link': 'https://subscene.com//subtitles/snow-white-and-the-seven-dwarfs/vietnamese/353254', 'language': 'Vietnamese', 'author': 'peterpikelight'}, {'sub_link': 'https://subscene.com//subtitles/snow-white-and-the-seven-dwarfs/vietnamese/299123', 'language': 'Vietnamese', 'author': 'ldsy_gli'}, {'sub_link': 'https://subscene.com//subtitles/snow-white-and-the-seven-dwarfs/vietnamese/565683', 'language': 'Vietnamese', 'author': 'Maswor'}]"
126,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,98%,E.T. The Extra-Terrestrial (1982),133,"[{'sub_link': 'https://subscene.com//subtitles/et-the-extra-terrestrial/vietnamese/1908184', 'language': 'Vietnamese', 'author': 'pmqcondeo'}, {'sub_link': 'https://subscene.com//subtitles/et-the-extra-terrestrial/vietnamese/291660', 'language': 'Vietnamese', 'author': 'chau_cua_tu_xuong'}, {'sub_link': 'https://subscene.com//subtitles/et-the-extra-terrestrial/vietnamese/634967', 'language': 'Vietnamese', 'author': 'thientam189'}, {'sub_link': 'https://subscene.com//subtitles/et-the-extra-terrestrial/vietnamese/634724', 'language': 'Vietnamese', 'author': 'trungnhan'}]"
127,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,93%,Incredibles 2 (2018),387,"[{'sub_link': 'https://subscene.com//subtitles/incredibles-2/vietnamese/1811054', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/incredibles-2/vietnamese/1866973', 'language': 'Vietnamese', 'author': 'SystemTN'}, {'sub_link': 'https://subscene.com//subtitles/incredibles-2/vietnamese/1811054', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/incredibles-2/vietnamese/1811054', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/incredibles-2/vietnamese/1866973', 'language': 'Vietnamese', 'author': 'SystemTN'}, {'sub_link': 'https://subscene.com//subtitles/incredibles-2/vietnamese/1811054', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/incredibles-2/vietnamese/1866973', 'language': 'Vietnamese', 'author': 'SystemTN'}, {'sub_link': 'https://subscene.com//subtitles/incredibles-2/vietnamese/1811054', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/incredibles-2/vietnamese/1866973', 'language': 'Vietnamese', 'author': 'SystemTN'}, {'sub_link': 'https://subscene.com//subtitles/incredibles-2/vietnamese/1873383', 'language': 'Vietnamese', 'author': 'Redz'}, {'sub_link': 'https://subscene.com//subtitles/incredibles-2/vietnamese/1866973', 'language': 'Vietnamese', 'author': 'SystemTN'}, {'sub_link': 'https://subscene.com//subtitles/incredibles-2/vietnamese/1866973', 'language': 'Vietnamese', 'author': 'SystemTN'}, {'sub_link': 'https://subscene.com//subtitles/incredibles-2/vietnamese/1873383', 'language': 'Vietnamese', 'author': 'Redz'}, {'sub_link': 'https://subscene.com//subtitles/incredibles-2/vietnamese/1810915', 'language': 'Vietnamese', 'author': 'DogNoob09'}]"
